 domain, category, score, first_seen, last_seen, ports (|)
 deanrodgers.no-ip.biz,1,32,2012-04-23,2014-06-18,100
 iwdshywjrvggnqohg.com,1,90,2012-01-06,2014-07-05,443
 jyolmncmcsvycpo.co.uk,29,127,2014-05-23,2014-05-23,80
 lcoyvkyhyaclepa.co.uk,29,127,2014-03-27,2014-04-09,80
 lukablla55.tbc.edu.mx,1,22,2014-05-24,2014-07-11,80
 mxhpofndgfiffyn.co.uk,29,127,2014-05-23,2014-05-23,80
 optimizerprosurf.info,24,71,2013-12-02,2014-05-22,80
 qdddnmpbrmwnlpi.co.uk,29,127,2014-05-30,2014-05-30,80
 vsujcwdahqgwvad.co.uk,29,127,2014-06-17,2014-06-17,80
 wgjnjsjurvptaxd.co.uk,29,127,2014-03-27,2014-05-20,80
 ysdjojpdboinkan.co.uk,29,127,2014-05-25,2014-05-25,80
 beltrolo.servehttp.com,1,107,2013-02-12,2013-12-06,7588
 download.instalki.info,35,95,2013-07-31,2014-06-18,80
 qq1012404091.f3322.org,1,117,2014-06-26,2014-07-03,2014
 scan7.sheghnessy.co.cc,27,97,2014-06-17,2014-06-17,80
 eplaying.servequake.com,25,120,2014-05-28,2014-05-28,12101
 ibm-spss.sd.softonic.de,5,35,2014-05-08,2014-05-08,80
 nero.sd.en.softonic.com,5,117,2014-04-02,2014-07-15,80
 www.system-update.co.kr,35,117,2013-05-30,2014-05-16,80
 0x80.online-software.org,9,96,2013-03-22,2014-05-19,6556 1023
 1e6c1.perfectchoice1.com,29,127,2014-04-10,2014-05-23,
 22ea7.perfectchoice1.com,29,100,2014-04-18,2014-04-18,
 24aea.perfectchoice1.com,29,127,2014-03-27,2014-03-27,80
 2699d.perfectchoice1.com,29,127,2014-03-21,2014-05-08,80
 6adf6.perfectchoice1.com,29,50,2014-05-20,2014-05-20,
 eagleget.sd.softonic.com,5,42,2014-05-19,2014-05-27,80
 etoro.sd.en.softonic.com,5,87,2012-09-11,2014-07-09,80
 spintires.sd.softonic.fr,5,45,2014-04-08,2014-05-19,80
 tybsyiutnrtvtybdrser.com,1,117,2013-09-10,2014-07-14,443
 d3j53gg84bkqdg6.geebvo.ru,1,102,2014-06-16,2014-07-14,80
 martesmiercoles.zapto.org,25,120,2014-06-11,2014-06-11,1234
 0o1elimke.upasinfection.ru,29,127,2013-07-21,2014-06-04,80
 fifa-11.ud.en.softonic.com,5,42,2014-05-13,2014-06-29,80
 slender.sd.softonic.com.br,5,32,2013-11-01,2014-07-16,80
 soundfrost.sd.softonic.com,5,30,2014-07-07,2014-07-13,80
 9pkgiqejth.pirozhkovaja.org,1,87,2013-10-05,2014-05-07,8000
 cdisplay.sd.nl.softonic.com,5,35,2014-07-14,2014-07-14,80
 lovejj61.travelsendmail.com,1,107,2014-04-24,2014-07-11,80
 styleapplicationzillion.com,5,117,2014-03-18,2014-07-14,80
 directdownload.burn4free.com,35,123,2013-01-28,2014-06-09,80
 easystore.sd.softonic.com.br,5,40,2014-03-14,2014-04-21,80
 portalprogramas-descarga.com,35,117,2013-03-30,2014-06-04,80
 ripbot264.sd.en.softonic.com,5,42,2014-06-21,2014-06-30,80
 1.735322.getsecureinstall.com,35,107,2014-04-10,2014-06-11,80
 avg-anti-virus.sd.softonic.it,5,40,2012-10-17,2014-04-23,80
 d2nigpcfr0ov3j.cloudfront.net,35,119,2014-05-08,2014-06-06,80
 jpdfviewer.sd.en.softonic.com,5,77,2014-06-24,2014-07-07,80
 link.androidantivirusfree.org,37,122,2013-01-07,2014-07-14,80
 lock-my-pc.sd.en.softonic.com,5,52,2014-07-02,2014-07-02,80
 mkv-player.sd.nl.softonic.com,5,117,2012-08-18,2014-07-15,80
 p23717.nb.host192-168-1-2.com,1,40,2014-05-04,2014-05-04,80
 products.securitycoverage.com,35,64,2013-12-30,2014-03-20,80
 winamp-classic.sd.softonic.pl,5,45,2012-10-25,2014-07-09,80
 bruteforcer.sd.en.softonic.com,5,112,2012-05-25,2014-07-13,80
 os2.thecoolzipextractorapp.com,5,52,2013-08-04,2014-06-17,80
 gta-n00bmode.sd.softonic.com.br,5,37,2014-05-03,2014-07-02,80
 atube-catcher.sd.softonic.com.br,5,107,2012-05-16,2014-07-13,80
 driverscanner.sd.en.softonic.com,5,112,2013-12-10,2014-07-13,80
 g13347.nb.host-domain-lookup.com,1,120,2014-05-06,2014-05-06,80
 lego-batman-2.sd.en.softonic.com,5,35,2012-07-27,2014-05-11,80
 2011-ford-explorer.sd.softonic.fr,5,25,2014-05-06,2014-07-12,80
 format-factory.sd.nl.softonic.com,5,112,2012-11-06,2014-07-14,80
 gqrgcetkgqhibapnjcagyoblmzduxg.ru,29,127,2014-06-01,2014-06-10,80
 ca-pc-tune-up-plus.sd.softonic.com,5,35,2014-06-23,2014-06-30,80
 visual-html-editor.sd.softonic.com,5,107,2014-04-15,2014-07-13,80
 dvdfab-decrypter.sd.nl.softonic.com,5,42,2012-06-26,2014-06-30,80
 minecraft-server.sd.en.softonic.com,5,50,2012-05-20,2014-07-15,80
 commview-for-wifi.sd.en.softonic.com,5,92,2012-11-06,2014-07-02,80
 wise-disk-cleaner.ud.en.softonic.com,5,102,2014-07-07,2014-07-07,80
 dcu-a-202.microsoftinternetsafety.net,29,51,2013-06-05,2014-04-15,
 cdn-ppdownload.outbrowse.netdna-cdn.com,5,112,2014-01-21,2014-07-15,80
 cmpsporttvapp.maynemyltf.netdna-cdn.com,35,99,2012-12-10,2014-06-11,80
 excel-recovery-add-in.sd.en.softonic.com,5,35,2012-07-18,2014-02-15,80
 halo-hell-on-earth-trilogy.sd.softonic.de,5,47,2014-06-30,2014-07-01,80
 need-for-speed-most-wanted.sd.softonic.com,5,42,2012-05-16,2014-06-30,0 80
 nitro-pdf-reader-64-bit.sd.nl.softonic.com,5,30,2012-06-11,2012-11-26,80
 21yn6x0yrrp11dl162a2oi8ku010k3.ipcheker.com,1,92,2012-04-02,2012-10-22,80
 4ukv5cel8jcp539c1u1sxg978u6te8.ipcheker.com,1,87,2012-06-11,2012-11-18,80
 5r332j288k0uein7y6o879rp5962y8.ipcheker.com,1,82,2012-08-14,2012-08-16,80
 89pt0d6afif7fc79gvn5bc6b8n6goj.ipcheker.com,1,97,2014-07-11,2014-07-11,80
 any-pdf-to-dwg-converter.sd.en.softonic.com,5,117,2013-08-06,2014-07-15,80
 javascript-utility-suite.sd.en.softonic.com,5,32,2012-08-05,2014-06-28,80
 magical-jelly-bean-keyfinder.sd.softonic.it,5,107,2014-04-23,2014-07-13,80
 facebook-skin-pour-messenger-8-5.sd.softonic.fr,5,42,2012-09-17,2014-06-30,80
 harry-potter-e-o-enigma-do-principe.sd.softonic.com.br,5,30,2014-03-13,2014-06-19,80
 leu.su,27,35,2014-03-07,2014-04-16,80
 amym.pw,1,27,2014-04-14,2014-06-20,3322
 accnet.ca,29,125,2013-02-07,2014-07-13,80
 adahb.org,35,55,2013-02-18,2014-06-11,80
 ba0bao.pw,1,25,2014-07-08,2014-07-08,8080
 cmyip.com,17,126,2013-04-23,2014-07-15,80
 file3.org,35,119,2013-04-24,2014-05-15,80
 food4u.pk,1,57,2014-02-05,2014-06-19,80
 iudbt.com,29,112,2013-08-05,2014-05-30,80
 m-l1g.net,37,102,2013-07-01,2014-07-14,80
 mheur.net,29,123,2013-08-28,2014-06-16,80
 mobyc.net,37,107,2013-12-02,2014-07-04,80
 ndvgh.net,29,111,2013-09-26,2014-05-28,80
 sgfax.com,24,96,2011-07-08,2014-06-16,80
 tgsoft.pl,35,57,2013-11-01,2014-06-12,80
 setar.info,35,89,2014-01-07,2014-05-01,80
 wohpc.info,29,100,2014-04-01,2014-04-01,80
 alufina.com,1,32,2011-09-18,2012-10-28,7777
 gkol34jo.su,27,102,2014-05-25,2014-06-22,80
 gorotza.biz,35,79,2014-04-17,2014-06-26,80
 lysyfyj.com,1,117,2013-05-22,2014-07-05,80
 monce.ce.ms,27,83,2014-06-03,2014-06-03,80
 w.lklcp.com,1,75,2014-07-12,2014-07-12,80
 akbarali.biz,35,107,2014-04-29,2014-05-05,80
 baselburn.in,29,110,2013-10-07,2014-05-04,80
 expowale.com,29,50,2014-05-09,2014-05-09,
 guraygul.com,1,35,2013-06-29,2014-04-10,80
 n5.zapto.org,1,52,2014-07-02,2014-07-02,81
 pf.dlvit.com,35,69,2013-10-30,2014-05-13,80
 snowglow.com,35,121,2014-07-11,2014-07-14,80
 sx.jz1.da.ru,9,67,2011-10-10,2014-05-18,443 53
 3merald.co.cc,29,127,2013-05-10,2014-05-06,
 ab.0n3mmm.com,28,46,2012-11-18,2012-12-17,666
 datadoctor.in,35,123,2012-10-19,2014-05-19,80
 easycf.51.net,1,112,2012-07-21,2014-07-14,80
 facz.mooo.com,9,58,2014-04-03,2014-05-09,6667
 irc-cs.hut.fi,9,46,2014-04-27,2014-04-27,6667
 m.yinuolm.com,35,116,2014-04-13,2014-07-06,8080
 mtid.tukv.biz,1,27,2014-01-04,2014-05-01,8000
 owks.ethv.biz,1,117,2013-08-30,2014-05-30,8000
 rocmces.ce.ms,27,47,2014-05-25,2014-05-25,80
 snaretrace.us,29,127,2013-09-06,2014-03-27,
 studcraft.com,28,124,2014-01-09,2014-06-19,443
 turnerenv.com,1,87,2014-03-05,2014-04-21,80
 1.nsvhn987.com,1,117,2013-03-02,2014-07-17,8080
 110.wap517.net,29,100,2014-05-27,2014-05-28,
 187.wap517.net,29,127,2014-05-12,2014-06-09,
 4everforce.net,1,40,2014-02-06,2014-05-09,80
 charofanime.tk,27,73,2014-05-24,2014-05-24,80
 d.360360.co.cc,29,98,2013-05-08,2014-06-16,
 d3.sevas-s.com,35,93,2013-07-12,2014-06-19,80
 down.cnlww.org,35,123,2014-03-23,2014-06-17,99
 kevedorozup.eu,1,72,2012-10-05,2013-09-10,80
 u.sqlteam.info,9,99,2011-11-07,2014-06-24,7000
 valoherusn.com,27,79,2014-05-30,2014-05-30,80
 viscomsoft.com,35,115,2013-11-08,2014-06-04,80
 voworemoziv.eu,1,82,2012-02-24,2014-03-11,80 0
 www.ekoshop.su,27,56,2014-05-07,2014-05-07,80
 www.legenda.us,35,113,2014-05-06,2014-05-15,80
 ywxx.gnway.net,1,42,2012-02-26,2014-06-15,8088
 yz.99fkpay.com,5,117,2014-03-11,2014-06-25,80
 079900.3322.org,1,57,2014-07-03,2014-07-03,8000
 2ud1xgs00.co.cc,29,127,2014-04-12,2014-05-26,
 3533.sogoui.com,1,102,2014-03-08,2014-07-12,1522 2533 2555 2588 3533
 50.nsvhn987.com,29,80,2013-03-10,2014-05-31,
 53904.dnsy7.net,29,50,2014-04-03,2014-04-03,443
 aa0533.3322.org,1,122,2011-10-26,2014-07-16,1379
 carhiresoft.com,28,119,2014-05-27,2014-06-18,443
 hlm521.3322.org,1,57,2013-03-15,2014-05-03,8001
 jyeauckjabhn.ru,29,127,2014-06-08,2014-06-08,80
 n.nadnadzz.info,9,71,2013-08-16,2014-05-22,7777
 netwap.3322.org,1,97,2013-04-17,2014-07-11,8000
 www.crackdb.com,1,107,2012-11-28,2014-05-27,80
 www.ietab.co.kr,35,71,2013-03-16,2014-06-11,80
 xinye.f3322.org,1,27,2014-02-07,2014-06-25,458 4123 5412 7747
 ygiudewsqhct.in,29,30,2013-02-22,2014-04-11,80
 4ever4.zapto.org,25,120,2014-03-24,2014-05-26,85
 57.ns1631261.com,1,107,2014-07-06,2014-07-08,8080
 digital1012.info,1,72,2012-09-07,2012-10-25,7200
 info.babylon.com,5,120,2012-05-20,2014-07-12,80
 ns4.lovealiy.com,1,82,2011-10-01,2013-08-22,0 443 2943
 smart-info.co.kr,24,33,2013-10-12,2014-05-13,80
 sumsungspectr.ru,1,122,2013-10-19,2014-07-16,80
 www.conceiva.com,35,53,2014-01-29,2014-05-05,80
 www.ll5a3awh.org,1,87,2014-07-04,2014-07-09,80
 www.soft-cop.com,24,92,2012-04-04,2014-06-12,80
 xjpakmdcfuqe.biz,1,75,2013-02-05,2014-03-07,80
 187.ns1631262.org,29,127,2014-02-09,2014-06-09,
 aewykuq.no-ip.biz,25,120,2014-05-05,2014-05-05,80
 chapedclothes.com,29,50,2014-06-02,2014-06-02,
 core.cdn.razor.ws,35,109,2013-06-10,2014-06-13,80
 gloriatynes.cu.cc,7,56,2014-05-03,2014-07-06,80
 info-defender.com,24,69,2014-02-14,2014-05-20,80
 lscyqrjofqmtn.com,29,103,2013-07-27,2014-06-18,80
 st2.tracemyip.org,17,119,2014-01-22,2014-04-07,80
 tchat-univers.net,9,54,2014-05-05,2014-05-05,6667
 update.gamesun.cn,35,105,2013-12-15,2014-05-06,9889
 www.putlocker.com,35,119,2012-12-10,2014-07-13,80
 y728.bins.lop.com,1,40,2013-06-16,2013-06-16,80
 757580319.3322.org,1,92,2013-06-18,2014-01-04,8000
 a1737.g.akamai.net,35,121,2012-08-24,2014-06-11,80
 a1750.d.akamai.net,35,105,2014-01-05,2014-05-22,80
 ac-shippingllc.org,28,118,2014-05-09,2014-06-13,443
 download.medion.de,35,109,2013-10-23,2014-05-13,80
 geo-dl.puregeni.us,35,105,2012-08-17,2014-05-31,80
 greatstylegift.com,1,117,2012-03-28,2014-07-07,80
 meow.painmaker.net,9,67,2012-09-27,2014-05-18,37894
 wangju.365doc.info,35,113,2013-03-25,2014-06-13,80
 www.omicronlab.com,35,83,2014-03-20,2014-06-01,80
 c0204.api.socdn.com,5,67,2014-06-24,2014-07-05,80
 download.bgroom.com,35,127,2013-09-12,2014-06-16,80
 e7be4.api.socdn.com,5,112,2014-06-19,2014-07-15,80
 femalewaffles.cx.cc,27,42,2014-04-02,2014-04-23,80
 huhuyouyou.8866.org,1,47,2012-12-10,2014-05-12,45678 56780
 jiajia520.f3322.org,1,65,2014-03-24,2014-05-28,7324 80 7052
 pc10.114central.com,1,117,2012-08-21,2014-07-15,80
 starteamconsult.com,1,117,2014-01-29,2014-06-07,80
 www.config-ip.co.kr,24,113,2014-05-03,2014-07-08,80
 0c0f42.api.socdn.com,5,85,2014-07-08,2014-07-14,80
 1a708e.api.socdn.com,5,122,2014-07-06,2014-07-14,80
 614587.api.socdn.com,5,122,2014-06-29,2014-07-15,80
 701983332.qseach.com,1,120,2014-07-08,2014-07-08,80
 740862727.qseach.com,1,120,2012-06-27,2012-06-27,80
 7af1df.api.socdn.com,5,122,2014-07-04,2014-07-14,80
 958912968.qseach.com,1,120,2014-07-11,2014-07-11,80
 abwjbrgolobapo.co.uk,29,73,2014-05-24,2014-05-24,80
 cea34f.api.socdn.com,5,35,2014-07-04,2014-07-14,80
 engine.qadmccint.com,5,102,2014-02-18,2014-07-14,80
 fevrmjvfmz.myftp.biz,25,120,2014-06-04,2014-06-04,80
 hi5.bloggersflog.com,9,109,2013-07-18,2014-05-02,6697
 hightech0.favcc1.com,1,55,2014-05-03,2014-05-03,80
 leicaresbe1976.co.vu,35,73,2014-06-06,2014-06-06,80
 static.zangocash.com,5,120,2013-04-01,2014-06-14,80
 www.baldmanpower.org,9,122,2011-06-12,2014-06-07,80
 a767.dscms.akamai.net,35,125,2012-09-04,2014-07-17,80
 aarushenterprises.com,28,53,2014-01-27,2014-05-04,443
 banner1.eurogrand.com,6,23,2013-10-25,2014-05-26,80
 hackforums.no-ip.info,1,87,2013-04-22,2014-01-30,15963
 hbaysnvpvqymdjr.co.uk,29,127,2014-05-25,2014-05-26,80
 kvheecvvkuawcac.co.uk,29,127,2014-06-17,2014-06-17,80
 wblnqxauxtrmeqv.co.uk,29,127,2014-05-30,2014-05-30,80
 xpqiahdnhmdgruq.co.uk,29,73,2014-05-24,2014-05-24,80
 clientrohan2.zapto.org,25,120,2014-03-14,2014-03-14,80
 download.audio4fun.com,35,53,2012-09-20,2014-06-10,80
 e6931.g.akamaiedge.net,35,109,2014-02-04,2014-06-12,80
 forces.upfile-trade.ru,1,122,2014-06-26,2014-07-15,80
 mumble.sd.softonic.com,5,77,2014-05-22,2014-07-07,80
 subalertupdate.xp3.biz,6,23,2014-05-19,2014-05-26,80
 ttploevnivtsybduyb.com,1,107,2013-06-08,2014-07-13,443
 www.forumswindows8.com,35,98,2013-08-13,2014-03-21,80
 ad-aware.sd.softonic.it,5,117,2012-05-17,2014-07-15,80
 dbsq0010.whservidor.com,35,59,2013-12-16,2014-06-13,1433
 efix.sd.en.softonic.com,5,32,2014-04-23,2014-06-28,80
 mirror1.cheatengine.org,35,125,2013-12-17,2014-05-13,80
 www.bompastor.dj.org.br,35,69,2014-06-18,2014-06-18,80
 www.naephny.runhost.net,1,92,2011-12-11,2014-06-25,80
 1dd5b.perfectchoice1.com,29,127,2014-04-07,2014-05-17,
 1ded2.perfectchoice1.com,29,100,2014-04-19,2014-06-03,
 25e62.perfectchoice1.com,29,127,2014-04-10,2014-05-20,
 30282.perfectchoice1.com,29,50,2014-05-25,2014-05-25,
 391d1.perfectchoice1.com,29,127,2014-04-26,2014-06-14,
 bluedeeborba.crazycat.ro,5,117,2014-05-08,2014-05-08,80
 clonedvd.sd.softonic.com,5,122,2013-10-05,2014-07-16,80
 defendmyname-history.com,29,67,2013-11-14,2014-05-18,
 installationproxy363.com,5,92,2014-07-01,2014-07-15,80
 mx5.channeltrb123trb.com,29,119,2014-05-02,2014-07-03,
 narrow-pomegranate.vv.cc,27,58,2014-05-09,2014-05-09,80
 pcsx2.ud.en.softonic.com,5,52,2014-04-28,2014-07-15,80
 pending-delete.ename.net,5,37,2014-06-14,2014-07-03,80
 secure.oi-installer7.com,5,82,2012-08-23,2014-07-14,80
 3xs9160mn59qrp1.yethul.ru,1,112,2014-07-14,2014-07-14,80
 43xrwio020rl82t.flutso.ru,1,112,2014-07-14,2014-07-14,80
 automotive-technology.com,1,117,2013-12-19,2014-06-19,443
 cubohd.sd.softonic.com.br,5,45,2013-09-14,2013-09-16,80
 officialopendownloads.com,35,107,2014-06-14,2014-06-14,80
 www.freeregistrytuner.com,35,97,2013-10-10,2014-05-19,80
 blackhouse.freeownhost.com,1,87,2014-01-08,2014-05-05,80
 bluetoothstackswitcher.com,35,109,2013-11-30,2014-05-24,80
 directx.sd.en.softonic.com,5,117,2012-07-27,2014-07-15,80
 download1791.mediafire.com,35,52,2014-06-13,2014-06-13,80
 everest.sd.softonic.com.br,5,42,2014-03-27,2014-06-30,80
 far-cry.sd.nl.softonic.com,5,107,2014-04-28,2014-07-13,80
 oliverstone.freehostia.com,1,87,2014-05-05,2014-05-05,80
 update.vaccinesystem.co.kr,24,73,2012-11-22,2014-05-24,80
 3.list.fullmedialibrary.com,5,122,2012-12-19,2013-09-15,80
 70182.cname.ndoverdrive.com,1,85,2013-06-01,2014-04-07,80
 gufllei56.escaperoute.co.za,1,112,2014-06-01,2014-07-15,80
 imindmap.sd.softonic.com.br,5,40,2014-05-08,2014-05-08,80
 pvpfberkdxszxlhxbmrdkvhq.ru,29,127,2014-06-06,2014-06-08,80
 xgiibtgkbplzaddylvoheoeq.ru,29,127,2014-06-01,2014-06-05,80
 blluelureeves.bakumarket.com,1,112,2014-05-30,2014-07-14,80
 camstudio.sd.en.softonic.com,5,40,2013-10-24,2014-07-02,80
 clientn.hotmp3downloader.com,35,65,2013-05-25,2014-04-23,80
 daydkfcbmcejfjnxfepbzxfce.ru,29,86,2014-06-02,2014-06-06,80
 dsxvs27jt6tf7.cloudfront.net,35,83,2014-05-25,2014-06-01,80
 fl-studio.sd.nl.softonic.com,5,22,2012-06-22,2014-06-26,80
 install.optimuminstaller.com,5,112,2013-01-04,2014-07-16,80
 jdpnugbc0g.konditerskaja.org,1,60,2013-11-07,2014-06-04,8000
 ordrumbox.sd.en.softonic.com,5,77,2014-07-04,2014-07-07,80
 bid-for-power.sd.softonic.com,5,42,2014-06-25,2014-06-30,80
 d19cteljl1uztp.cloudfront.net,35,113,2014-07-04,2014-07-07,80
 f26603.nb.host192-168-1-2.com,1,75,2014-05-07,2014-05-07,80
 m20795.nb.host192-168-1-2.com,1,117,2014-05-08,2014-05-08,80
 q18839.nb.host192-168-1-2.com,1,42,2014-04-30,2014-04-30,80
 mvhilngmovrwxqozhltgayqqo.info,29,127,2014-05-14,2014-05-20,80
 nbpwsxirdytkmrzdxkydzhlnzvk.ru,29,85,2014-06-02,2014-06-05,80
 tetris-zone.sd.en.softonic.com,5,87,2012-10-18,2014-07-06,80
 hero-fighter.sd.en.softonic.com,5,35,2012-09-24,2014-05-13,80
 tbaztkfdayqcpvtorochesqkbyea.ru,29,127,2014-06-01,2014-06-05,80
 asus-smart-doctor.sd.softonic.de,5,47,2012-08-07,2014-06-19,80
 c30389.nb.host-domain-lookup.com,1,120,2014-05-04,2014-05-04,80
 pandora-recovery.sd.softonic.com,5,55,2012-05-17,2014-07-08,80
 server.actualizacionbancaria.com,9,116,2011-07-30,2011-12-05,1863
 static.sd-client.nl.softonic.com,5,122,2014-07-13,2014-07-16,80
 w20621.nb.host-domain-lookup.com,1,120,2014-05-05,2014-05-05,80
 x14838.nb.host-domain-lookup.com,1,120,2014-05-03,2014-05-03,80
 560641195-6.testimonypedia.uni.me,35,57,2014-06-12,2014-06-12,80
 spyware-terminator.sd.softonic.it,5,45,2012-05-20,2014-07-13,80
 videocacheview.sd.softonic.com.br,5,87,2014-04-22,2014-07-09,80
 vlc-media-player.sd.en.softonic.com,5,122,2012-07-27,2014-07-17,80
 vlc-media-player.ud.en.softonic.com,5,117,2012-07-28,2014-07-15,80
 faxtalk-messenger-pro.sd.softonic.it,5,42,2014-06-24,2014-06-30,80
 jdownloader-portable.sd.softonic.com,5,45,2013-10-06,2014-07-04,80
 anvi-smart-defender.sd.en.softonic.com,5,45,2012-08-03,2014-05-06,80
 stronghold-crusader.sd.en.softonic.com,5,60,2012-07-27,2014-05-10,80
 realtek-hd-audio-drivers.sd.softonic.it,5,57,2013-04-25,2014-07-03,80
 facebook-chat-desktop.sd.en.softonic.com,5,112,2012-07-27,2014-07-13,80
 microsoft-mathematics.sd.nl.softonic.com,5,27,2014-04-19,2014-06-06,80
 utililab-system-optimizer.sd.softonic.de,5,45,2014-04-28,2014-04-28,80
 4tum7hq9d2unjiih3j44zwf.arcadehaven.co.uk,35,53,2014-06-10,2014-06-10,80
 vl65q7njutvgbgbq6n127pw.arcadehaven.co.uk,35,53,2014-06-10,2014-06-10,80
 sxai50upg9y8gnpm2dyn4pi.annamajalovisa.com,35,61,2014-06-08,2014-06-08,80
 08386l3drc5o2ke241aas5h5vc3vwy.ipcheker.com,1,87,2012-07-18,2012-11-17,80
 220rj477e523wt29506e4scc32hik1.ipcheker.com,1,87,2012-11-04,2012-11-11,80
 q8iygn3jfhq3u7c3280i97nc7yhlho.ipcheker.com,1,97,2012-10-08,2012-12-05,80
 serenescreen-marine-aquarium.sd.softonic.de,5,77,2014-07-05,2014-07-06,80
 stumu87oc33bj2sg80l6c193fz5w25.ipcheker.com,1,97,2014-07-11,2014-07-11,80
 xrtxuh0o9b0jfz9kqx3lhzt.bubbleteafamily.com,35,65,2014-06-15,2014-06-16,80
 best_free_image_converter.sd.en.softonic.com,5,32,2014-06-23,2014-06-28,80
 plantillas-powerpoint-gratis.sd.softonic.com,5,47,2013-03-26,2014-07-01,80
 photo-mishmash-screensaver.sd.en.softonic.com,5,107,2014-07-10,2014-07-13,80
 windows-installer-for-windows.sd.softonic.com,5,92,2014-06-15,2014-07-10,80
 nvidia-geforce-driver-vista-7-x32.sd.softonic.com,5,72,2014-03-27,2014-07-06,80
 express-burn-dvd-burning-software.sd.softonic.com.br,5,30,2014-05-08,2014-05-08,80
 papel-de-parede-da-selecao-brasileira.sd.softonic.com.br,5,22,2014-06-17,2014-06-26,80
 0-0-0-0-0-0-0-0-0-0-0-0-0-16-0-0-0-0-0-0-0-0-0-0-0-0-0.info,29,127,2013-10-17,2014-05-05,80
 0-0-0-0-0-0-0-0-0-0-0-0-0-22-0-0-0-0-0-0-0-0-0-0-0-0-0.info,27,52,2013-12-13,2014-05-03,80
 0-0-0-0-0-0-0-0-0-0-0-0-0-32-0-0-0-0-0-0-0-0-0-0-0-0-0.info,29,127,2013-10-17,2014-05-05,80
 gta-iv--call-of-duty-modern-warfare-2-ghost.sd.softonic.com.br,5,67,2014-07-05,2014-07-05,80
 eywh.su,27,70,2013-11-22,2014-05-21,80
 hopsy.de,35,111,2014-06-15,2014-06-28,80
 bgyqs.com,29,123,2013-08-15,2014-06-16,80
 lometr.pl,9,36,2013-04-10,2014-05-14,80
 nyhrj.com,29,84,2013-08-14,2014-06-04,80
 rdtutos.fr,35,53,2014-06-10,2014-06-10,80
 1.jiayun.cc,1,87,2014-05-06,2014-05-06,7000
 aksan.av.tr,35,115,2014-02-26,2014-06-01,80
 ek.mampo.at,29,33,2013-01-25,2014-05-03,
 httpc.co.cc,29,119,2013-05-09,2014-07-02,
 mytarta.com,28,124,2013-10-05,2014-06-18,443
 tantait.com,35,57,2014-05-03,2014-05-17,80
 vocyruk.com,1,117,2012-11-16,2014-07-03,80
 www.zief.pl,29,120,2013-06-11,2014-05-23,
 harlan10.com,1,107,2013-08-02,2014-06-13,1875
 ngrbot.co.cc,29,127,2013-05-19,2014-03-28,1863 6667
 nodvd.moy.su,27,62,2014-05-13,2014-05-13,80
 pgeoss.cz.cc,27,38,2014-04-12,2014-04-19,80
 sideon.co.kr,5,95,2010-09-27,2014-01-08,80
 was.dfna.net,5,117,2013-08-26,2014-06-10,80
 waytoall.com,24,94,2013-09-17,2014-06-14,80
 www.jcwz.net,1,117,2012-09-26,2014-07-14,80
 10.wap517.net,29,125,2013-12-25,2014-07-13,
 a.b444400.com,1,107,2013-11-23,2014-03-23,6542 6540 6541
 buytisp.cu.cc,27,31,2014-04-12,2014-04-12,80
 cl2.ispfr.net,35,75,2013-05-18,2014-06-13,80
 db.toggle.com,28,125,2014-05-06,2014-06-16,443
 e.eastmoon.pl,29,99,2013-08-02,2014-06-26,
 giga-file.net,1,67,2014-02-04,2014-07-05,80
 h.balkoov.com,1,67,2013-05-25,2014-05-04,6592
 instal321.com,5,112,2014-06-09,2014-07-14,80
 iu11ui1ill.ws,1,27,2013-02-21,2014-06-20,80
 koshyjohn.com,35,121,2013-10-21,2014-06-04,80
 lofohejav.com,24,119,2011-08-28,2014-05-17,80
 macecraft.com,35,113,2012-10-02,2014-05-29,80
 n.janalot.com,9,105,2012-12-17,2013-04-17,6868 6262 6767 6161 6363 6869
 nodmolo.cz.cc,27,74,2014-04-13,2014-05-25,80
 rightpc.co.cc,29,127,2013-12-18,2014-04-28,
 uamobsoft.com,37,122,2013-12-13,2014-07-16,80
 ww41.jcwz.net,1,117,2014-06-06,2014-07-14,80
 x.zaberno.com,1,57,2013-08-02,2014-07-11,7171
 144.wap517.net,29,124,2013-12-18,2014-06-28,
 3.nsvhn987.com,15,127,2013-02-27,2014-07-15,6969
 focusbase.info,5,97,2014-06-19,2014-07-13,80
 httpsstarss.in,1,75,2013-12-21,2014-06-19,80
 luxtorrent.com,15,67,2014-01-16,2014-05-16,80
 softwarear.com,24,82,2010-12-23,2014-06-02,80
 supleather.biz,29,127,2014-03-15,2014-05-28,80
 tyher.3322.org,1,112,2012-09-24,2014-02-28,179 2010 3765 8000
 www.cxhyly.com,35,111,2013-06-04,2014-06-11,80
 www.ocbase.com,35,53,2013-05-18,2014-06-10,80
 www.xuzekai.cn,1,97,2014-06-22,2014-07-11,8080
 53.nsvhn987.com,1,117,2013-03-03,2014-06-15,8080
 78284.dnsy7.net,29,100,2014-03-15,2014-03-15,443
 everest-aida.ru,35,121,2013-12-05,2014-06-13,80
 ftp.mozilla.org,35,113,2012-08-09,2014-05-30,80
 gamefocus.co.kr,1,70,2014-07-08,2014-07-08,80
 m3rcil3ss.co.cc,9,76,2014-01-26,2014-05-27,6667
 onflyaabort.com,29,98,2013-06-13,2014-06-18,
